Siruta,Localitate,CA_Totala
146655,Oras Siret,6651225.0
72926,Leu,1855926.0
154852,Vedea,1130515.0
113894,Vanjulet,0.0
31976,Vadu Crisului,50163350.0
97517,Horlesti,0.0
130286,Balteni,3447324.0
105712,Valea Argovei,8839707.0
163057,Coroiesti,36590.0
23797,Oituz,23780.0
130295,Calui,9551.0
56568,Capusu Mare,290894.0
72953,Lipovu,3530049.0
130302,Gavanesti,0.0
64773,Reci,0.0
89348,Densus,3759512.0
179463,Mogosoaia,45115661.0
40198,Municipiul Brasov,271066870.0
130311,Ghimpeteni,0.0
138501,Petresti,0.0
113929,Vladaia,0.0
171272,Maldaresti,116649.0
97553,Ipatele,2726218.0
130320,Gradinile,1678654.0
72980,Macesu De Jos,1998002.0
122132,Costisa,1466509.0
7446,Sohodol,0.0
40214,Oras Ghimbav,3316070.0
146708,Oras Solca,0.0
32027,Oras Valea Lui Mihai,14238399.0
179481,Oras Otopeni,54646782.0
154914,Viisoara,5846185.0
81184,Pestisani,13564.0
130339,Gura Padinii,130586.0
15652,Cocu,0.0
138538,Pir,1670865.0
32045,Viisoara,637914.0
130348,Ipotesti,0.0
40241,Municipiul Codlea,242986953.0
105776,Valea Dragului,3651941.0
73013,Macesu De Sus,5200223.0
130357,Osica De Jos,108842.0
154932,Vartoape,1524953.0
113974,Voloiac,0.0
179515,Oras Pantelimon,73445025.0
64826,Sanzieni,5488653.0
146744,Municipiul Vatra Dornei,413090.0
23868,Oncesti,0.0
130366,Sarbii - Magura,3646706.0
171325,Mihaesti,6583673.0
105794,Valea Macrisului,107742.0
163137,Costesti,290138.0
73031,Maglavit,7621015.0
130375,Visina Noua,426040.0
97606,Lespezi,437624.0
122187,Cracaoani,0.0
138574,Piscolt,24161446.0
179533,Oras Popesti Leordeni,66000595.0
130384,Soparlita,0.0
89428,Dobra,367926.0
40278,Municipiul Fagaras,958675.0
32090,Varciorog,0.0
56666,Caseiu,162254.0
179551,Oras Voluntari,2792263.0
154978,Zambreasca,395524.0
105829,Vasilati,0.0
48487,Pietroasele,40624068.0
64871,Turia,0.0
73068,Malu Mare,3022023.0
146799,Adancata,0.0
40303,Oras Predeal,0.0
81264,Plopsoru,0.0
154996,Nenciulesti,6357350.0
138618,Pomi,3025080.0
15741,Corbeni,176985.0
179588,Copaceni,257458.0
122249,Damuc,187587.0
64906,Valea Crisului,7246473.0
163208,Cretesti,32926.0
23948,Orbeni,748678.0
114060,Branistea,0.0
97679,Letcani,42453.0
73102,Melinesti,1155699.0
105874,Varasti,150475.0
179604,Poienile Izei,0.0
32153,Tamaseu,138417.0
114079,Vrata,0.0
179613,Sieu,0.0
32161,Paleu,600428.0
179622,Grosii Tiblesului,0.0
138663,Sanislau,18846875.0
23975,Palanca,0.0
122285,Dobreni,1400747.0
48557,Parscov,1236618.0
179631,Treznea,321033.0
64942,Valcele,1819047.0
146860,Arbore,0.0
40367,Oras Rasnov,11551759.0
32179,Sannicolau Roman,15114335.0
105909,Vedea,5296651.0
163253,Danesti,1635188.0
179640,Vulcana-Pandele,0.0
32187,Rosiori,1385955.0
97722,Lungani,99070.0
32195,Gepiu,3187948.0
56773,Catina,1141930.0
32201,Toboliu,421806.0
179659,Negrilesti,0.0
155083,Beciu,5143870.0
40394,Oras Rupea,344082.0
171469,Milcoiu,0.0
105936,Vidra,7869724.0
15830,Corbi,0.0
155092,Beuca,760856.0
89561,Oras Geoagiu,4783437.0
146904,Baia,180655.0
179677,Camin,0.0
24034,Parava,33510.0
179686,Dumitrita,328133.0
64997,Varghis,0.0
81380,Polovragi,2121.0
130534,Municipiul Ploiesti,35678135.0
155109,Dracea,11142196.0
122347,Doljesti,1797987.0
138734,Santau,9790762.0
155118,Fantanele,9189547.0
179695,Simisna,0.0
97777,Madarjac,0.0
146931,Oras Milisauti,24361.0
65011,Zagon,208494.0
179702,Traian,1843055.0
105972,Vanatorii Mici,286450.0
155127,Frasinet,4018654.0
40438,Municipiul Sacele,22465964.0
130552,Barcanesti,14493531.0
179711,Vladeni,0.0
163324,Deleni,54824.0
155136,Purani,0.0
81415,Prigoria,0.0
179720,Poiana Ilvei,0.0
155145,Saelele,0.0
56844,Ceanu Mare,1092689.0
138770,Sacaseni,1658921.0
155154,Uda-Clocociov,0.0
40465,Oras Victoria,887550.0
171539,Muereasca,0.0
97811,Mircesti,15727749.0
65048,Zabala,12344534.0
24089,Parincea,1278715.0
179739,Malu,8612526.0
122392,Dragomiresti,853326.0
15901,Cosesti,0.0
73246,Mischii,2002129.0
179748,Cosoba,0.0
48682,Podgoria,16257128.0
40492,Oras Zarnesti,2652988.0
179757,Herasti,1948698.0
146995,Balcauti,8785081.0
163379,Delesti,0.0
179766,Isvoarele,0.0
130614,Berceni,2008899.0
138805,Sauca,2345543.0
179775,Sabareni,3321855.0
179784,Boranesti,5916490.0
65099,Valea Mare,0.0
40526,Apata,33521.0
65105,Mereni,258012.0
97875,Mironeasa,0.0
179793,Buesti,2152383.0
89687,Gurasada,5880.0
7767,Stremt,1293426.0
81497,Rosia De Amaradia,0.0
65113,Arcus,0.0
179800,Maia,4162.0
122463,Dulcesti,574569.0
147036,Bilca,0.0
40544,Beclean,2008787.0
65121,Bixad,313727.0
73317,Marsani,19286.0
48744,Oras Pogoanele,38446750.0
179819,Ograda,46979425.0
155243,Municipiul Timisoara,1096032327.0
147054,Bogdanesti,0.0
171628,Nicolae Balcescu,0.0
15983,Cotmeana,0.0
65139,Micfalau,558325.0
73335,Motatei,24610328.0
179828,Rosiori,0.0
130678,Blejoi,0.0
138869,Socond,0.0
24187,Pancesti,157866.0
65147,Dalnic,3160267.0
97919,Miroslava,2205146.0
179837,Coas,0.0
155261,Dumbravita,8492031.0
7810,Sibot,3697795.0
65154,Estelnic,0.0
147072,Boroaia,500335.0
48771,Posta Calnau,179465212.0
179846,Coltau,0.0
32394,Municipiul Bistrita,43561414.0
179855,Gardani,0.0
114319,Municipiul Targu Mures,24720077.0
130712,Brazi,7160520.0
73371,Murgasi,159729.0
179864,Oncesti,0.0
155289,Ghiroda,1290123.0
56988,Chinteni,1025330.0
163486,Dragomiresti,189837.0
40606,Bod,6437876.0
179873,Agris,693530.0
179882,Ciumesti,0.0
81576,Runcu,0.0
138921,Supur,906142.0
155314,Giroc,11655878.0
179891,Raciu,0.0
114355,Cristesti,1763287.0
122551,Farcasa,0.0
7865,Sona,2513666.0
40633,Bran,10526656.0
147134,Bosanci,164490.0
179908,Pietrari,0.0
89801,Harau,2013850.0
48842,Puiesti,13425609.0
179917,Rau Alb,0.0
114382,Sancraiu De Mures,5562381.0
24276,Pargaresti,0.0
179926,Rascaeti,2268583.0
155350,Municipiul Lugoj,19564398.0
147161,Botosana,0.0
179935,Persinari,0.0
130785,Bucov,1239223.0
32483,Oras Beclean,1373485.0
179944,Runcu Salvei,0.0
40688,Budila,0.0
114417,Sangeorgiu De Mures,9410560.0
179953,Ciceu- Mihaiesti,61092.0
122613,Faurei,0.0
73460,Negoi,3198391.0
179962,Galbinasi,771358.0
81656,Samarinesti,0.0
57083,Chiuiesti,124685.0
40704,Bunesti,104785.0
89856,Ilia,968610.0
179971,Colelia,196661.0
98051,Miroslovesti,5498402.0
139009,Tarna Mare,0.0
16132,Cuca,446619.0
147205,Breaza,6500383.0
7945,Spring,3962981.0
155403,Oras Buzias,28253938.0
179980,Marculesti,7449126.0
24338,Parjol,0.0
114453,Santana De Mures,10162096.0
48922,Racoviteni,196822.0
171806,Olanu,411.0
179999,Moldoveni,18734.0
73503,Orodel,5081682.0
130847,Paulesti,4591343.0
32544,Oras Nasaud,38979.0
163618,Dranceni,4841129.0
180000,Platonesti,2046441.0
147241,Brodina,0.0
139054,Terebesti,4403731.0
122668,Gheraesti,13572433.0
180019,Sarateni,9522633.0
65342,Municipiul Targoviste,26926013.0
180028,Porumbesti,0.0
40768,Cata,0.0
98113,Mogosesti,303444.0
155458,Oras Deta,9768234.0
180037,Boghis,0.0
48968,Ramnicelu,5645351.0
57163,Ciucea,0.0
180046,Gura Ialomitei,1663152.0
130892,Targsoru Vechi,5092666.0
8014,Sugag,24342.0
106318,Municipiul Baia Mare,64254480.0
122702,Girov,16795414.0
114514,Municipiul Sighisoara,4505720.0
180055,Crivat,470603.0
32599,Oras Sangeorz-Bai,0.0
81754,Sacelu,0.0
73567,Ostroveni,0.0
139107,Tiream,4719917.0
180064,Barbulesti,117344.0
65379,Aninoasa,513419.0
89954,Lapugiu De Jos,497649.0
163681,Duda-Epureni,0.0
155494,Oras Jimbolia,49279386.0
171879,Orlesti,0.0
24427,Plopana,2367321.0
40820,Cincu,0.0
32633,Bistrita Bargaului,758232.0
98168,Mogosesti-Siret,1122038.0
180091,Racsa,19599079.0
106363,Grosi,284290.0
49019,Robeasca,547817.0
73594,Perisor,3527418.0
65413,Doicesti,297624.0
139143,Tarsolt,0.0
57225,Ciurila,1083868.0
155528,Oras Sannicolau Mare,46731222.0
130954,Oras Azuga,0.0
32660,Branistea,16600.0
163734,Dumesti,0.0
49046,Rusetu,5733957.0
65431,Razvad,2362550.0
155546,Balint,168770.0
40857,Comana,0.0
81816,Saulesti,76027.0
171931,Otesani,0.0
98202,Mosna,810828.0
73629,Pielesti,870917.0
147358,Oras Brosteni,0.0
16285,Davidesti,4000.0
8096,Oras Teius,2562612.0
139170,Turt,0.0
130981,Oras Baicoi,44085464.0
106407,Recea,190159.0
114603,Albesti,257392.0
98220,Motca,1659974.0
49073,Sageata,17081313.0
32704,Budacu De Jos,0.0
73665,Piscu Vechi,1400567.0
40900,Cristian,1386330.0
81861,Scoarta,1898375.0
65477,Sotanga,2551152.0
155591,Banloc,31934522.0
16329,Dambovicioara,0.0
24524,Podu Turcului,2299367.0
139214,Turulung,2590344.0
122828,Garcina,0.0
163789,Epureni,0.0
98257,Movileni,13987151.0
90066,Lelese,0.0
171995,Pausesti,0.0
106461,Oras Tautii-Magheraus,0.0
65501,Ulmi,3517843.0
8158,Unirea,1789891.0
40928,Dumbravita,677709.0
57314,Catcau,0.0
73709,Plenita,8910324.0
16365,Darmanesti,77805.0
139250,Urziceni,5087541.0
122864,Grinties,0.0
163832,Falciu,44473344.0
40955,Feldioara,52518542.0
131069,Oras Boldesti-Scaeni,312983474.0
98300,Oteleni,265200.0
