Siruta,Localitate,PlanteNep_PlanteInm
124661,Timisesti,0.0
100086,Vanatori,0.0
26361,Prajesti,0.0
59130,Recea-Cristur,0.0
75515,Barcea,0.0
67327,Dragodana,0.0
42753,Oras Faurei,0.0
1794,Oras Ocna Mures,0.0
157451,Lenauheim,0.0
116493,Danes,0.0
42771,Surdila-Greci,0.0
10006,Birchis,0.0
75542,Balabanesti,0.0
141081,Fildu De Jos,0.0
173855,Tetoiu,0.0
75613,Balasesti,0.0
59238,Risca,0.0
173935,Tomsani,0.0
108473,Poienile De Sub Munte,0.0
165817,Rosiesti,0.0
75711,Branistea,0.0
59327,Savadisla,0.0
92097,Vorta,0.0
67522,Glodeni,0.0
174021,Vaideeni,0.0
108491,Remetea Chioarului,0.0
34770,Sieu-Odorhei,0.0
10195,Bocsig,0.0
124885,Valea Ursului,0.0
100308,Draguseni,0.0
26582,Sanmartin,0.0
42968,Ciocile,0.0
100317,Fantanele,0.0
133090,Dumbrava,0.0
83936,Bilbor,0.0
100326,Harmanesti,0.0
18411,Recea,0.0
100335,Rachiteni,0.0
100282,Costesti,0.0
141232,Garbou,0.0
51056,Oras Moldova Noua,0.0
100273,Bals,0.0
108400,Ocna Sugatag,0.0
10104,Barzava,0.0
149370,Manastirea Humorului,0.0
100219,Voinesti,0.0
34690,Sieu-Magherus,0.0
124803,Tibucani,0.0
83847,Avramesti,0.0
67470,Finta,0.0
1936,Oras Zlatna,0.0
59283,Sacuieu,0.0
157585,Margina,0.0
75668,Baleni,0.0
133018,Draganesti,0.0
18331,Ratesti,0.0
42913,Bordei Verde,0.0
149414,Moara,0.0
108455,Petrova,0.0
75686,Baneasa,0.0
51118,Oras Oravita,0.0
42156,Ungra,0.0
74923,Intorsura,0.0
124073,Romani,0.0
172457,Prundeni,0.0
115076,Adamus,0.0
131461,Dumbravesti,0.0
49545,Smeeni,0.0
82314,Stoina,0.0
74135,Seaca De Padure,0.0
33177,Cosbuc,0.0
41382,Maierus,0.0
24999,Rosiori,0.0
90538,Pui,0.0
147884,Crucea,0.0
49625,Stalpu,0.0
33202,Dumitra,0.0
98738,Romanesti,0.0
164277,Dimitrie Cantemir,0.0
74171,Secu,0.0
156106,Boldur,0.0
41417,Mandra,0.0
115147,Alunis,0.0
131540,Oras Sinaia,0.0
98774,Ruginoasa,0.0
156035,Bogda,0.0
65921,Oras Pucioasa,0.0
74108,Seaca De Camp,0.0
98685,Raducaneni,0.0
155957,Barna,0.0
90431,Pestisu Mic,0.0
106817,Oras Targu Lapus,0.0
82243,Stejari,0.0
41284,Jibert,0.0
147786,Cornu Luncii,0.0
49484,Siriu,0.0
65869,Iedera,0.0
131407,Oras Mizil,0.0
74073,Scaesti,0.0
98649,Probota,0.0
172377,Popesti,0.0
123228,Moldoveni,0.0
33122,Chiuza,0.0
16739,Izvoru,0.0
164197,Hoceni,0.0
57706,Floresti,0.0
131443,Oras Plopeni,0.0
123255,Oniceni,0.0
66009,Branesti,0.0
82396,Telesti,0.0
17575,Mozaceni,0.0
74322,Teasc,0.0
172581,Roesti,0.0
164393,Ivanesti,0.0
57902,Gilau,0.0
16944,Lunca Corbului,0.0
156213,Carpinis,0.0
33337,Ilva Mare,0.0
25148,Sanduleni,0.0
41541,Ormenis,0.0
107083,Asuaju De Sus,0.0
33364,Ilva Mica,0.0
139740,Oras Cehu Silvaniei,0.0
57948,Garbau,0.0
156259,Cenad,0.0
90725,Rachitova,0.0
98916,Scanteia,0.0
33382,Josenii Bargaului,0.0
66152,Branistea,0.0
41578,Parau,0.0
115307,Bahnea,0.0
107118,Baita De Sub Codru,0.0
107047,Arinis,0.0
90663,Rapoltu Mare,0.0
115236,Atintis,0.0
148006,Oras Dolhasca,0.0
172509,Racovita,0.0
33248,Feldru,0.0
106979,Oras Viseu De Sus,0.0
147937,Darmanesti,0.0
57831,Geaca,0.0
123371,Pastraveni,0.0
25068,Sascut,0.0
74224,Silistea Crucii,0.0
164339,Iana,0.0
156151,Brestovat,0.0
107001,Ardusat,0.0
131577,Oras Slanic,0.0
41471,Moieciu,0.0
82430,Oras Tismana,0.0
74242,Sopot,0.0
98827,Schitu Duca,0.0
16908,Leresti,0.0
66081,Oras Titu,0.0
123424,Petricani,0.0
172340,Pietrari,0.0
65841,Municipiul Moreni,0.0
74028,Salcuta,0.0
155760,Becicherecu Mic,0.0
122953,Hangu,0.0
41033,Halchiu,0.0
155724,Beba Veche,0.0
49233,Sarulesti,0.0
16472,Dragoslavele,0.0
139358,Vetis,0.0
90208,Luncoiu De Jos,0.0
57449,Cornesti,0.0
65645,Motaieni,0.0
16506,Draganu,0.0
57644,Fizesu Gherlii,0.0
172153,Perisani,0.0
73852,Radovan,0.0
106620,Sarasau,0.0
163967,Gherghesti,0.0
82047,Slivilesti,0.0
147580,Calafindesti,0.0
139394,Viile Satu Mare,0.0
98435,Popesti,0.0
123013,Icusesti,0.0
65609,Oras Fieni,0.0
16454,Domnesti,0.0
147526,Cacica,0.0
81987,Schela,0.0
57350,Cojocna,0.0
90119,Lunca Cernii De Jos,0.0
73736,Poiana Mare,0.0
147465,Bunesti,0.0
155662,Bara,0.0
114710,Oras Ludus,0.0
122908,Grumazesti,0.0
131103,Oras Breaza,0.0
40991,Fundata,0.0
98337,Plugari,0.0
8229,Vadu Motilor,0.0
32811,Caianu Mic,0.0
73772,Predesti,0.0
172082,Pausesti-Maglasi,0.0
49206,Sapoca,0.0
24631,Poduri,0.0
163903,Gagesti,0.0
106559,Municipiul Sighetu Marmatiei,0.0
139330,Vama,0.0
24711,Racova,0.0
131210,Oras Busteni,0.0
65681,Oras Gaesti,0.0
123102,Ion Creanga,0.0
90342,Orastioara De Sus,0.0
8425,Vidra,0.0
114925,Municipiul Tarnaveni,0.0
172279,Pesceana,0.0
33015,Chiochis,0.0
106746,Oras Borsa,0.0
147713,Carlibaba,0.0
24837,Rachitoasa,0.0
155911,Biled,0.0
131336,Oras Comarnic,0.0
73996,Sadova,0.0
16659,Hartiesti,0.0
114970,Acatari,0.0
49439,Scutelnici,0.0
106782,Oras Cavnic,0.0
41248,Homorod,0.0
123175,Margineni,0.0
164133,Grivita,0.0
98603,Prisacani,0.0
16613,Harsesti,0.0
164062,Garceni,0.0
90262,Martinesti,0.0
82136,Stanesti,0.0
155797,Belint,0.0
41113,Harseni,0.0
106648,Vadu Izei,0.0
49313,Scortoasa,0.0
8354,Valea Lunga,0.0
16551,Godeni,0.0
114854,Oras Sovata,0.0
73905,Rast,0.0
147633,Oras Cajvana,0.0
32955,Ciceu-Giurgesti,0.0
24766,Racaciuni,0.0
73923,Robanesti,0.0
155840,Bethausen,0.0
98505,Popricani,0.0
131274,Poiana Campina,0.0
57546,Dabaca,0.0
147660,Ilisesti,0.0
41177,Hoghiz,0.0
65752,Petresti,0.0
74359,Terpezita,0.0
156277,Cenei,0.0
82555,Turburea,0.0
156669,Denta,0.0
74732,Vartop,0.0
91116,Salasu De Sus,0.0
58357,Maguri-Racatau,0.0
17398,Mirosi,0.0
1017,Municipiul Alba Iulia,0.0
140280,Bobota,0.0
115708,Beica De Jos,0.0
107519,Budesti,0.0
74750,Varvoru De Jos,0.0
173061,Slatioara,0.0
107430,Boiu Mare,0.0
123914,Raucesti,0.0
17423,Moraresti,0.0
42003,Tarlungeni,0.0
66580,Cobia,0.0
58393,Manastireni,0.0
107546,Calinesti,0.0
25629,Strugari,0.0
164892,Miclesti,0.0
148514,Forasti,0.0
148453,Fantanele,0.0
33765,Mariselu,0.0
164829,Malusteni,0.0
66526,Candesti,0.0
66474,Bucsani,0.0
91054,Sarmizegetusa,0.0
156589,Curtea,0.0
25521,Stanisesti,0.0
140208,Banisor,0.0
115637,Balauseri,0.0
17334,Mioarele,0.0
33729,Magura Ilvei,0.0
172992,Sinesti,0.0
41925,Sanpetru,0.0
58311,Luna,0.0
148426,Dumbraveni,0.0
156623,Darova,0.0
82895,Oras Rovinari,0.0
74705,Verbita,0.0
140244,Benesat,0.0
41943,Soars,0.0
99290,Scheia,0.0
107485,Botiza,0.0
140324,Bocsa,0.0
156712,Dudestii Vechi,0.0
99370,Sipote,0.0
42101,Ucea,0.0
74875,Cotofenii Din Fata,0.0
124028,Rediu,0.0
1151,Oras Abrud,0.0
132226,Balta Doamnei,0.0
74883,Dobrotesti,0.0
156801,Oras Faget,0.0
148612,Oras Frasin,0.0
66697,Cojasca,0.0
74891,Galiciuica,0.0
115851,Breaza,0.0
107662,Cicarlau,0.0
9360,Sofronea,0.0
25745,Tatarasti,0.0
50326,Viperesti,0.0
99478,Tatarusi,0.0
74907,Ghidici,0.0
33952,Monor,0.0
74915,Ghindeni,0.0
58534,Marisel,0.0
164981,Oras Murgeni,0.0
9333,Livada,0.0
132137,Aricestii Zeletin,0.0
74867,Carna,0.0
1071,Ciugud,0.0
50228,Vintila Voda,0.0
33845,Micestii De Campie,0.0
115771,Bichis,0.0
9280,Fantanele,0.0
123969,Razboieni,0.0
132164,Baba Ana,0.0
173132,Stanesti,0.0
17496,Mosoaia,0.0
33881,Milas,0.0
140379,Buciumi,0.0
74842,Catane,0.0
25692,Tamasi,0.0
42076,Ticusu,0.0
156767,Dumbrava,0.0
58464,Margau,0.0
91232,Santamaria-Orlea,0.0
74859,Carcea,0.0
99441,Tansa,0.0
132011,Apostolache,0.0
148382,Draguseni,0.0
123521,Pipirig,0.0
99058,Sinesti,0.0
139982,Almasu,0.0
17101,Merisani,0.0
123601,Pangarati,0.0
107234,Bicaz,0.0
41701,Racos,0.0
49894,Ulmeni,0.0
148202,Dorna Candrenilor,0.0
33514,Lesu,0.0
131817,Oras Valenii De Munte,0.0
164598,Laza,0.0
131988,Alunis,0.0
82680,Tantareni,0.0
131835,Gura Vitioarei,0.0
90878,Rau De Mori,0.0
33541,Livezile,0.0
107270,Bistra,0.0
74509,Tuglui,0.0
172812,Runcu,0.0
25362,Secuieni,0.0
156437,Comlosu Mare,0.0
25291,Scorteni,0.0
156357,Oras Ciacova,0.0
41667,Prejmer,0.0
164543,Ivesti,0.0
148097,Dolhesti,0.0
25228,Saucesti,0.0
107154,Baiut,0.0
41621,Poiana Marului,0.0
156311,Cheveresu Mare,0.0
66198,Baleni,0.0
58008,Iara,0.0
172698,Rosiile,0.0
17049,Malureni,0.0
148131,Dorna-Arini,0.0
139937,Agrij,0.0
74411,Teslui,0.0
66223,Barbuletu,0.0
90805,Ribita,0.0
98998,Scobinti,0.0
107190,Basesti,0.0
82617,Oras Turceni,0.0
49849,Tintesti,0.0
115389,Band,0.0
66330,Bezdead,0.0
123674,Podoleni,0.0
99101,Siretel,0.0
172894,Salatrucel,0.0
66401,Bilciuresti,0.0
17254,Mihaesti,0.0
50022,Valea Ramnicului,0.0
148328,Dragoiesti,0.0
140146,Balan,0.0
90994,Romos,0.0
156534,Criciova,0.0
74616,Vela,0.0
33658,Matei,0.0
66438,Buciumeni,0.0
99209,Strunga,0.0
107403,Bogdan Voda,0.0
82831,Vladimir,0.0
123790,Poiana Teiului,0.0
164749,Lunca Banului,0.0
25488,Solont,0.0
115600,Bala,0.0
172947,Scundu,0.0
50068,Valea Salciei,0.0
131933,Albesti-Paleologu,0.0
99165,Stolniceni-Prajescu,0.0
58142,Iclod,0.0
58204,Izvoru Crisului,0.0
49956,Vadu Pasii,0.0
74536,Unirea,0.0
82733,Urdari,0.0
107314,Barsana,0.0
140084,Babeni,0.0
17209,Micesti,0.0
131899,Adunati,0.0
9019,Cut,0.0
74554,Urzicuta,0.0
156473,Costeiu,0.0
123709,Poienari,0.0
33603,Lunca Ilvei,0.0
148293,Dornesti,0.0
164687,Lipovat,0.0
74581,Valea Stanciului,0.0
33621,Maieru,0.0
107350,Bocicoiu Mare,0.0
41818,Sercaia,0.0
82779,Vagiulesti,0.0
76004,Corni,0.0
43242,Gemenele,0.0
18670,Schitu Golesti,0.0
61121,Castelu,0.0
28335,Ceica,0.0
143021,Varsolt,0.0
3761,Cenade,0.0
85680,Sancraieni,0.0
36532,Concesti,0.0
69303,Valeni-Dambovita,0.0
102071,Colibasi,0.0
126647,Deveselu,0.0
93888,Oras Lehliu Gara,0.0
77509,Varlezi,0.0
52954,Goruia,0.0
159428,Iecea Mare,0.0
134853,Provita De Jos,0.0
151246,Zamostea,0.0
159437,Parta,0.0
69330,Visina,0.0
126674,Dobretu,0.0
159446,Padureni,0.0
36569,Copalau,0.0
110296,Bala,0.0
52909,Garnic,0.0
175787,Corbita,0.0
11940,Secusigiu,0.0
159393,Fibis,0.0
118370,Mihesu De Campie,0.0
36453,Oras Bucecea,0.0
159339,Voiteg,0.0
142952,Valcau De Jos,0.0
93815,Jegalia,0.0
175732,Carligele,0.0
151157,Vulturesti,0.0
52856,Forotic,0.0
126585,Daneasa,0.0
85626,Siculeni,0.0
69250,Vacaresti,0.0
159366,Birda,0.0
61069,Oras Baneasa,0.0
159375,Checea,0.0
102035,Clinceni,0.0
36499,Calarasi,0.0
93851,Lehliu,0.0
159384,Dudestii Noi,0.0
77475,Valea Marului,0.0
143067,Zalha,0.0
11995,Seleus,0.0
35054,Telciu,0.0
159525,Otelec,0.0
69394,Visinesti,0.0
12055,Sintea Mare,0.0
61210,Chirnogeni,0.0
77595,Cuza Voda,0.0
134942,Puchenii Mari,0.0
85788,Sanmartin,0.0
159516,Bucovat,0.0
53023,Iablanita,0.0
77601,Suhurlui,0.0
36649,Cordareni,0.0
102106,Comana,0.0
143147,Zimbor,0.0
93995,Mihail Kogalniceanu,0.0
118575,Ogra,0.0
151344,Zvoristea,0.0
12091,Oras Santana,0.0
44863,Amaru,0.0
175938,Dumbraveni,0.0
36676,Corlateni,0.0
102213,Cornetu,0.0
167696,Oras Baile Olanesti,0.0
77587,Poiana,0.0
159507,Pesac,0.0
77579,Negrilesti,0.0
167641,Oras Baile Govora,0.0
3805,Cergau,0.0
159455,Saravale,0.0
77536,Vladesti,0.0
93931,Lupsanu,0.0
159464,Sandra,0.0
118511,Neaua,0.0
61167,Cerchezu,0.0
134899,Provita De Sus,0.0
159473,Tomnatic,0.0
77561,Radesti,0.0
159482,Valcani,0.0
52990,Gradinari,0.0
28415,Cetariu,0.0
126718,Dobrosloveni,0.0
3841,Ceru-Bacainti,0.0
85760,Sandominic,0.0
159491,Livezile,0.0
12037,Semlac,0.0
134755,Predeal-Sarari,0.0
101984,Clejani,0.0
20063,Bughea De Sus,0.0
101804,Chirnogi,0.0
150935,Vama,0.0
175509,Chiojdeni,0.0
167320,Puscasi,0.0
134559,Poienarii Burchii,0.0
93600,Gheorghe Doja,0.0
159142,Uivar,0.0
85412,Remetea,0.0
77224,Smardan,0.0
28077,Cabesti,0.0
126380,Coteana,0.0
20055,Vulturesti,0.0
44462,Visani,0.0
142774,Surduc,0.0
93628,Gheorghe Lazar,0.0
69063,Valea Lunga,0.0
150980,Vatra Moldovitei,0.0
126406,Crampoia,0.0
110027,Obarsia-Closani,0.0
36300,Baluseni,0.0
77260,Smulti,0.0
44435,Victoria,0.0
11664,Petris,0.0
167311,Pochidia,0.0
93575,Facaeni,0.0
159071,Traian Vuia,0.0
77153,Schela,0.0
93539,Dragos Voda,0.0
109924,Oras Baia De Arama,0.0
167268,Ciocani,0.0
175466,Brosteni,0.0
150891,Valea Moldovei,0.0
36202,Avrameni,0.0
101742,Cernica,0.0
167277,Cozmesti,0.0
68976,Uliesti,0.0
142710,Somes-Odorhei,0.0
167286,Dodesti,0.0
11637,Peregu Mare,0.0
126326,Corbu,0.0
77180,Slobozia Conachi,0.0
167295,Feresti,0.0
3459,Bucium,0.0
167302,Muntenii De Sus,0.0
93646,Giurgeni,0.0
101840,Ciocanesti,0.0
60883,Adamclisi,0.0
85528,Sarmas,0.0
19999,Vladesti,0.0
28193,Carpinet,0.0
110116,Oras Strehaia,0.0
93735,Grivita,0.0
126503,Cungrea,0.0
151077,Vicovu De Jos,0.0
52785,Farliug,0.0
69170,Valea Mare,0.0
175670,Campuri,0.0
151095,Oras Vicovu De Sus,0.0
77377,Tepu,0.0
11842,Savarsin,0.0
36426,Broscauti,0.0
93771,Independenta,0.0
61005,Aliman,0.0
85582,Secuieni,0.0
20048,Raca,0.0
151120,Volovat,0.0
28246,Cefa,0.0
159259,Victor Vlad Delamarina,0.0
52758,Ezeris,0.0
11735,Pilu,0.0
36373,Braesti,0.0
52696,Dognecea,0.0
44505,Viziru,0.0
85467,Sacel,0.0
126433,Curtisoara,0.0
93664,Gradistea,0.0
175590,Ciorasti,0.0
77288,Suceveni,0.0
28139,Capalna,0.0
151022,Veresti,0.0
110063,Municipiul Orsova,0.0
52721,Domasnea,0.0
11762,Plescuta,0.0
44532,Zavoaia,0.0
77313,Tudor Vladimirescu,0.0
118281,Oras Miercurea Nirajului,0.0
101902,Ciolpani,0.0
60945,Albesti,0.0
77331,Tulucesti,0.0
93717,Grindu,0.0
69447,Varfuri,0.0
61256,Ciobanu,0.0
53069,Lapusnicel,0.0
168130,Oras Ocnele Mari,0.0
127144,Gostavatu,0.0
102570,Domnesti,0.0
86188,Tusnad,0.0
176301,Gugesti,0.0
53425,Paltinis,0.0
61620,Cumpana,0.0
151736,Islaz,0.0
45245,Bisoca,0.0
20670,Stefan Cel Mare,0.0
37057,Dangeni,0.0
110688,Balvanesti,0.0
78016,Dragutesti,0.0
127171,Gradinari,0.0
143557,Selimbar,0.0
159945,Carcaliu,0.0
102605,Dragomiresti-Vale,0.0
4302,Farau,0.0
86222,Ulies,0.0
176338,Gura Calitei,0.0
151763,Lita,0.0
94376,Saveni,0.0
12457,Taut,0.0
143520,Rasinari,0.0
151709,Ciuperceni,0.0
49153,Sahateni,0.0
168041,Oras Horezu,0.0
12402,Sistarovat,0.0
86133,Tulghes,0.0
94330,Salcioara,0.0
53372,Obreja,0.0
102525,Darasti-Ilfov,0.0
143487,Cristian,0.0
20607,Gura Vaii,0.0
151683,Municipiul Turnu Magurele,0.0
159883,C.a. Rosetti,0.0
143502,Poplaca,0.0
4240,Daia Romana,0.0
28816,Copacel,0.0
135315,Starchiojd,0.0
118931,Rastolita,0.0
37011,Dersca,0.0
110740,Breznita-Motru,0.0
127126,Giuvarasti,0.0
118995,Raciu,0.0
28889,Cristioru De Jos,0.0
159963,Casimcea,0.0
94492,Stelnica,0.0
168229,Alunu,0.0
61737,Dobromir,0.0
20778,Oras Buhusi,0.0
160047,Ceatalchioi,0.0
102703,Dridu,0.0
45361,Boldu,0.0
37173,Draguseni,0.0
127288,Iancu Jianu,0.0
151870,Municipiul Rosiori De Vede,0.0
176445,Homocea,0.0
143682,Oras Agnita,0.0
86339,Voslabeni,0.0
94535,Suditi,0.0
29001,Curtuiseni,0.0
53577,Prigor,0.0
45389,Bozioru,0.0
69964,Bucovat,0.0
135501,Soimari,0.0
20821,Oras Comanesti,0.0
86311,Varsag,0.0
143646,Tarnava,0.0
94429,Scanteia,0.0
12572,Varadia De Mures,0.0
110820,Breznita-Ocol,0.0
61675,Deleni,0.0
37100,Dobarceni,0.0
151790,Municipiul Alexandria,0.0
135404,Surani,0.0
102641,Dragoesti,0.0
53489,Coronini,0.0
94456,Sfantu Gheorghe,0.0
127224,Grojdibodu,0.0
135431,Sirna,0.0
78089,Turcinesti,0.0
53513,Pojejena,0.0
151816,Nanov,0.0
28941,Curatele,0.0
4366,Galda De Jos,0.0
127251,Ianca,0.0
45334,Blajani,0.0
151834,Poroschia,0.0
110875,Brosteni,0.0
159847,Beidaud,0.0
53345,Naidas,0.0
28497,Cherechiu,0.0
20411,Magura,0.0
85920,Suseni,0.0
118691,Panet,0.0
151460,Serbauti,0.0
4008,Ciuruleasa,0.0
94125,Alexandru Odobescu,0.0
12206,Seitin,0.0
53167,Lupac,0.0
151479,Horodnic De Sus,0.0
126905,Fagetelu,0.0
44989,Balaceanu,0.0
4188,Craciunelu De Jos,0.0
12224,Sepreus,0.0
28610,Ciuhoi,0.0
151488,Fantana Mare,0.0
110535,Balacita,0.0
36809,Cotusca,0.0
45003,Beceni,0.0
151497,Cosna,0.0
102348,Crevedia Mare,0.0
151503,Capu Campului,0.0
94107,Munteni-Buzau,0.0
151451,Ciocanesti,0.0
36756,Corni,0.0
151442,Iaslovat,0.0
85840,Sansimion,0.0
20313,Hemeius,0.0
94045,Milosesti,0.0
12126,Socodor,0.0
61283,Ciocarlia,0.0
126825,Dobrun,0.0
118637,Papiu Ilarian,0.0
135020,Rafov,0.0
53103,Lapusnicu Mare,0.0
12144,Sagu,0.0
167794,Oras Brezoi,0.0
85877,Subcetate,0.0
3958,Cetatea De Balta,0.0
110456,Balta,0.0
94081,Movila,0.0
20359,Letea Veche,0.0
53130,Luncavita,0.0
151433,Comanesti,0.0
102286,Crevedia,0.0
94161,Perieti,0.0
12242,Sicula,0.0
53210,Marga,0.0
159767,Oras Sulina,0.0
151576,Berchisesti,0.0
151585,Poieni-Solca,0.0
28709,Campani,0.0
118824,Pogaceaua,0.0
127019,Farcasele,0.0
36907,Cristesti,0.0
159785,Baia,0.0
4142,Cricau,0.0
12340,Simand,0.0
135226,Secaria,0.0
94269,Reviga,0.0
102473,Dascalu,0.0
61513,Corbu,0.0
53327,Mehadica,0.0
20563,Municipiul Onesti,0.0
176212,Garoafa,0.0
36952,Cristinesti,0.0
127064,Ganeasa,0.0
28763,Cociuba Mare,0.0
53274,Mehadia,0.0
102419,Curcani,0.0
135128,Salcia,0.0
94223,Perisoru,0.0
151512,Hantesti,0.0
118753,Pasareni,0.0
85984,Simonesti,0.0
151521,Burla,0.0
167909,Oras Calimanesti,0.0
135146,Salciile,0.0
151530,Balaceana,0.0
110571,Bacles,0.0
69615,Vulcana-Bai,0.0
20466,Margineni,0.0
28665,Ciumeghiu,0.0
135164,Scorteni,0.0
53247,Maureni,0.0
151549,Hartop,0.0
12288,Silindia,0.0
126978,Falcoiu,0.0
151558,Voitinel,0.0
4106,Calnic,0.0
151567,Ciprian Porumbescu,0.0
101724,Cascioarele,0.0
85341,Praid,0.0
52570,Dalboset,0.0
35429,Zagra,0.0
141884,Lozna,0.0
19007,Suseni,0.0
76353,Fundeni,0.0
117319,Gurghiu,0.0
27212,Auseu,0.0
68182,Moroeni,0.0
51804,Carasova,0.0
92765,Oras Tandarei,0.0
150114,Rasca,0.0
125542,Oras Corabia,0.0
84629,Lueta,0.0
100969,Balotesti,0.0
43625,Mircea Voda,0.0
92783,Albesti,0.0
84594,Lazarea,0.0
76406,Ghidigeni,0.0
141946,Marca,0.0
60026,Valea Ierii,0.0
51840,Carbunari,0.0
166529,Tutova,0.0
100923,Axintele,0.0
150070,Radaseni,0.0
125490,Draghiceni,0.0
43563,Maxineni,0.0
109041,Suciu De Sus,0.0
51699,Buchin,0.0
100852,Alexeni,0.0
18938,Stolnici,0.0
76282,Foltesti,0.0
100870,Armasesti,0.0
10765,Ususau,0.0
166413,Todiresti,0.0
2577,Avram Iancu,0.0
150043,Putna,0.0
117275,Grebenisu De Campie,0.0
76317,Frumusita,0.0
27169,Abramut,0.0
68128,Mogosani,0.0
125472,Municipiul Caracal,0.0
158243,Racovita,0.0
59942,Vad,0.0
51751,Bucosnita,0.0
109096,Sisesti,0.0
43652,Movila Miresii,0.0
27285,Avram Iancu,0.0
167259,Pogonesti,0.0
150258,Slatina,0.0
101083,Belciugatele,0.0
125659,Babiciu,0.0
68324,Ocnita,0.0
133866,Jugureni,0.0
92907,Balaciu,0.0
174824,Golesti,0.0
51948,Ciclova Romana,0.0
125677,Baldovinesti,0.0
166636,Valeni,0.0
158449,Sacosu Turcesc,0.0
125588,Garcov,0.0
27383,Batar,0.0
68342,Odobesti,0.0
142079,Mesesenii De Jos,0.0
117505,Hodosa,0.0
60169,Negreni,0.0
43787,Romanu,0.0
19212,Teiu,0.0
174860,Municipiul Adjud,0.0
76558,Grivita,0.0
43732,Ramnicelu,0.0
109265,Oras Ulmeni,0.0
76497,Gohor,0.0
150221,Siminicea,0.0
68253,Morteni,0.0
60062,Viisoara,0.0
150178,Sadova,0.0
133795,Izvoarele,0.0
10916,Graniceri,0.0
51877,Constantin Daicoviciu,0.0
92836,Oras Amara,0.0
19114,Stefan Cel Mare,0.0
84656,Lunca De Jos,0.0
43698,Racovita,0.0
117426,Hodac,0.0
150196,Satu Mare,0.0
125622,Oras Draganesti-Olt,0.0
68280,Nucet,0.0
158396,Remetea Mare,0.0
101056,Barcanesti,0.0
60099,Vultureni,0.0
19141,Suici,0.0
92872,Andrasesti,0.0
35312,Urmenis,0.0
133615,Gornet-Cricov,0.0
84460,Galautas,0.0
108874,Sacel,0.0
51500,Berzovia,0.0
59693,Tritenii De Jos,0.0
43313,Gropeni,0.0
18741,Slobozia,0.0
133429,Gherghita,0.0
158010,Ortisoara,0.0
43331,Oras Ianca,0.0
67906,Lunguletu,0.0
100683,Municipiul Urziceni,0.0
2381,Arieseni,0.0
125418,Oras Bals,0.0
76111,Costache Negri,0.0
35152,Tarlisua,0.0
149851,Poiana Stampei,0.0
166235,Tacuta,0.0
18778,Stalpeni,0.0
51546,Bolvasnita,0.0
108892,Oras Salistea De Sus,0.0
26975,Municipiul Salonta,0.0
100709,Ciocarlia,0.0
84264,Dealu,0.0
26920,Oras Nucet,0.0
166182,Tanacu,0.0
10532,Craiva,0.0
125169,Negresti,0.0
116983,Gheorghe Doja,0.0
51449,Berzasca,0.0
67835,Ludesti,0.0
108794,Sacalaseni,0.0
125178,Boghicea,0.0
149753,Paltinoasa,0.0
166137,Suletea,0.0
100610,Municipiul Oltenita,0.0
2309,Almasu Mare,0.0
59657,Suatu,0.0
84237,Danesti,0.0
141580,Ileanda,0.0
43279,Gradistea,0.0
133394,Fulga,0.0
10514,Covasint,0.0
157969,Ohaba Lunga,0.0
149780,Partestii De Jos,0.0
100638,Mitreni,0.0
67942,Malu Cu Flori,0.0
76139,Cuca,0.0
158065,Peciu Nou,0.0
174511,Lacusteni,0.0
117177,Gornesti,0.0
133562,Gornet,0.0
158136,Pietroasa,0.0
174520,Mitrofani,0.0
27070,Abram,0.0
84415,Frumoasa,0.0
125374,Slatioara,0.0
35269,Uriu,0.0
43466,Jirlau,0.0
109005,Stramtura,0.0
10701,Dieci,0.0
51662,Brebu Nou,0.0
149968,Preutesti,0.0
141786,Letca,0.0
76255,Fartanesti,0.0
100834,Afumati,0.0
43493,Marasu,0.0
158181,Pischia,0.0
59880,Unguras,0.0
59826,Taga,0.0
51626,Brebu,0.0
59764,Tureni,0.0
92587,Modelu,0.0
51573,Bozovici,0.0
108918,Salsig,0.0
117113,Glodeni,0.0
84344,Ditrau,0.0
76157,Cudalbi,0.0
27007,Oras Vascau,0.0
100736,Manasia,0.0
76175,Draguseni,0.0
108945,Sapanta,0.0
100754,Adancata,0.0
141722,Ip,0.0
10649,Dezna,0.0
84380,Darjiu,0.0
108963,Oras Seini,0.0
174496,Titesti,0.0
174502,Diculesti,0.0
149931,Pojorata,0.0
166315,Tatarani,0.0
18858,Stoenesti,0.0
51984,Ciuchici,0.0
166672,Vetrisoaia,0.0
84754,Lunca De Sus,0.0
117925,Livezeni,0.0
85127,Mugeni,0.0
158859,Teremia Mare,0.0
93325,Dichiseni,0.0
101519,Bulbucata,0.0
44177,Tichilesti,0.0
60570,Agigea,0.0
167071,Zapodeni,0.0
11423,Misca,0.0
142499,Rus,0.0
36006,Municipiul Dorohoi,0.0
150294,Straja,0.0
76969,Pechea,0.0
44202,Traian,0.0
150702,Ulma,0.0
158895,Tomesti,0.0
19631,Valea Danului,0.0
68789,Salcioara,0.0
60598,23 August,0.0
93370,Dor Marunt,0.0
101564,Butimanu,0.0
11398,Macea,0.0
76932,Oancea,0.0
126077,Bucinisu,0.0
175224,Barsesti,0.0
150588,Udesti,0.0
85056,Meresti,0.0
126022,Brancoveni,0.0
166985,Vulturesti,0.0
44113,Surdila-Gaiseanca,0.0
